# 气象站 西安, 中国, WMO_ID=57131，选择从 05.10.2017 至 05.10.2018, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru 
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=57131&lang=cn
#
"当地时间 西安";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.06.2018 11:00";"28.2";"716.7";"751.2";"0.1";"35";"从西南偏南方向吹来的风";"1";"";"";"10%  或者更少，但不为0";" ";"";"";"";"";"";"10%  或者更少，但不为0";"2500或更高，或无云。";"";"";"16.0";"11.3";"";"";"";"";"";"";
"11.06.2018 08:00";"22.7";"716.6";"751.8";"0.9";"47";"从东北方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"23.0";"10.8";"";"";"";"";"";"";
"11.06.2018 05:00";"19.4";"715.7";"751.2";"-1.1";"53";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"9.6";"";"";"";"";"";"";
"11.06.2018 02:00";"21.5";"716.8";"751.1";"0.3";"55";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"34.4";"";"";"";"";"";"30.0";"12.1";"";"";"";"";"";"";
"10.06.2018 23:00";"24.1";"716.5";"751.5";"0.6";"48";"从东北偏北方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"18.0";"12.4";"";"";"";"";"";"";
"10.06.2018 20:00";"28.3";"715.9";"750.4";"-0.4";"25";"从东北偏东方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"6.4";"";"";"";"";"";"";
"10.06.2018 17:00";"34.0";"716.3";"750.1";"-1.4";"14";"从东北方吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"2.8";"";"";"";"";"";"";
"10.06.2018 14:00";"30.9";"717.7";"752.0";"-1.8";"31";"从西南偏西方向吹来的风";"2";"";"";"20–30%.";" ";"";"";"16.7";"";"";"20–30%.";"2500或更高，或无云。";"";"";"23.0";"11.8";"";"";"";"";"";"";
"10.06.2018 11:00";"25.7";"719.5";"754.5";"0.0";"50";"从西方吹来的风";"1";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"10.06.2018 08:00";"20.8";"719.5";"755.1";"0.8";"70";"从东北偏北方向吹来的风";"2";"";"";"20–30%.";"薄雾 ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"";"15.1";"";"";"";"";"";"";
"10.06.2018 05:00";"17.4";"718.7";"754.6";"-1.0";"83";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"13.0";"14.5";"";"";"";"";"";"";
"10.06.2018 02:00";"19.4";"719.7";"754.6";"0.4";"79";"从西北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"27.6";"";"";"";"";"";"7.0";"15.7";"";"";"";"";"";"";
"09.06.2018 23:00";"22.4";"719.3";"754.6";"0.2";"55";"从东南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"12.9";"";"";"";"";"";"";
"09.06.2018 20:00";"25.4";"719.1";"754.1";"0.2";"45";"从东南偏东方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"12.6";"";"";"";"";"";"";
"09.06.2018 17:00";"27.2";"718.9";"753.6";"-1.8";"39";"从东南偏南方向吹来的风";"2";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"30.0";"12.1";"";"";"";"";"";"";
"09.06.2018 14:00";"25.9";"720.7";"755.7";"-1.5";"47";"从东南偏南方向吹来的风";"2";"";"";"10%  或者更少，但不为0";" ";"";"";"14.3";"";"";"10%  或者更少，但不为0";"2500或更高，或无云。";"";"";"22.0";"13.7";"";"";"";"";"";"";
"09.06.2018 11:00";"21.2";"722.2";"757.8";"-0.3";"67";"从西南方吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"18.0";"14.8";"";"";"";"";"";"";
"09.06.2018 08:00";"16.4";"722.5";"758.8";"0.4";"93";"从西南偏南方向吹来的风";"3";"";"";"20–30%.";"薄雾 ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"2.7";"15.3";"";"";"";"";"";"";
"09.06.2018 05:00";"15.1";"722.1";"758.5";"-0.6";"93";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"";"";"";"4.6";"14.0";"";"";"";"";"";"";
"09.06.2018 02:00";"16.2";"722.7";"759.0";"-1.3";"95";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"";"";"";"2.6";"15.4";"";"";"";"";"";"";
"08.06.2018 23:00";"16.3";"724.0";"760.3";"-0.5";"93";"从西方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"";"";"";"4.3";"15.2";"";"";"";"";"";"";
"08.06.2018 20:00";"17.0";"724.5";"760.8";"0.1";"91";"从西南方吹来的风";"1";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"";"";"";"100%.";"600-1000";"";"";"9.0";"15.5";"3.0";"6";"";"";"";"";
"08.06.2018 17:00";"17.2";"724.4";"760.6";"-0.7";"91";"从西南偏南方向吹来的风";"1";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"";"";"";"100%.";"600-1000";"";"";"13.0";"15.7";"";"";"";"";"";"";
"08.06.2018 14:00";"17.4";"725.1";"761.4";"-0.7";"91";"从西南方吹来的风";"2";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"16.6";"";"";"100%.";"600-1000";"";"";"10.0";"15.9";"8.0";"6";"";"";"";"";
"08.06.2018 11:00";"17.1";"725.8";"762.1";"0.6";"93";"从西南偏西方向吹来的风";"3";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"";"";"";"100%.";"1000-1500";"";"";"9.0";"16.0";"";"";"";"";"";"";
"08.06.2018 08:00";"16.9";"725.2";"761.5";"2.3";"89";"从西南方吹来的风";"4";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"13.0";"15.1";"1.0";"6";"";"";"";"";
"08.06.2018 05:00";"19.4";"722.9";"758.8";"0.3";"69";"从西南方吹来的风";"6";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"20.0";"13.6";"";"";"";"";"";"";
"08.06.2018 02:00";"21.9";"722.6";"758.2";"-0.8";"55";"从西南偏南方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"31.6";"";"";"";"";"";"28.0";"12.5";"";"";"";"";"";"";
"07.06.2018 23:00";"23.3";"723.4";"758.8";"0.7";"50";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"27.0";"12.3";"";"";"";"";"";"";
"07.06.2018 20:00";"27.4";"722.7";"757.6";"0.6";"39";"从西南偏西方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"18.0";"12.2";"";"";"";"";"";"";
"07.06.2018 17:00";"31.6";"722.1";"756.5";"-1.1";"26";"从西方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"20.0";"9.8";"";"";"";"";"";"";
"07.06.2018 14:00";"29.1";"723.2";"757.6";"-0.9";"30";"从西南偏西方向吹来的风";"3";"";"";"100%.";" ";"";"";"24.6";"";"";"100%.";"2500或更高，或无云。";"";"";"19.0";"9.8";"";"";"";"";"";"";
"07.06.2018 11:00";"27.8";"724.1";"759.0";"0.5";"34";"从西南偏西方向吹来的风";"4";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"18.0";"10.5";"";"";"";"";"";"";
"07.06.2018 08:00";"25.4";"723.6";"758.8";"1.1";"38";"从西南方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"10.1";"";"";"";"";"";"";
"07.06.2018 05:00";"26.1";"722.5";"757.6";"0.4";"31";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"7.7";"";"";"";"";"";"";
"07.06.2018 02:00";"28.2";"722.1";"756.9";"1.4";"25";"从西北偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"38.2";"";"";"";"";"";"30.0";"6.3";"";"";"";"";"";"";
"06.06.2018 23:00";"29.6";"720.7";"755.3";"2.8";"30";"从东北方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"29.0";"10.2";"";"";"";"";"";"";
"06.06.2018 20:00";"31.2";"717.9";"752.0";"0.4";"20";"从东方吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"5.6";"";"";"";"";"";"";
"06.06.2018 17:00";"37.9";"717.5";"751.0";"-1.1";"11";"从东北偏东方向吹来的风";"2";"";"";"60%.";" ";"";"";"";"";"";"60%.";"2500或更高，或无云。";"";"";"30.0";"2.4";"";"";"";"";"";"";
"06.06.2018 14:00";"36.0";"718.6";"752.3";"-1.4";"22";"从西南方吹来的风";"3";"";"";"40%.";" ";"";"";"19.4";"";"";"40%.";"2500或更高，或无云。";"";"";"30.0";"10.9";"";"";"";"";"";"";
"06.06.2018 11:00";"31.3";"720.0";"754.3";"-0.1";"30";"从南方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"06.06.2018 08:00";"24.9";"720.1";"755.2";"1.7";"44";"从东南偏南方向吹来的风";"1";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"19.0";"11.8";"";"";"";"";"";"";
"06.06.2018 05:00";"20.1";"718.4";"754.0";"0.0";"57";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"23.0";"11.3";"";"";"";"";"";"";
"06.06.2018 02:00";"22.3";"718.4";"753.7";"-0.4";"44";"从东北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"35.8";"";"";"";"";"";"26.0";"9.5";"";"";"";"";"";"";
"05.06.2018 23:00";"25.5";"718.8";"753.7";"0.4";"37";"从西北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"20.0";"9.8";"";"";"";"";"";"";
"05.06.2018 20:00";"29.2";"718.4";"752.9";"-0.3";"21";"从东南偏东方向吹来的风";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"30.0";"4.7";"";"";"";"";"";"";
"05.06.2018 17:00";"35.0";"718.7";"752.5";"-1.0";"14";"从东南偏南方向吹来的风";"3";"";"";"60%.";" ";"";"";"";"";"";"60%.";"2500或更高，或无云。";"";"";"30.0";"3.5";"";"";"";"";"";"";
"05.06.2018 14:00";"34.0";"719.7";"753.7";"-1.7";"20";"从东北方吹来的风";"1";"";"";"无云";" ";"";"";"16.8";"";"";"";"";"";"";"30.0";"7.9";"";"";"";"";"";"";
"05.06.2018 11:00";"28.7";"721.4";"756.1";"-0.3";"31";"从西南偏南方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"20.0";"9.9";"";"";"";"";"";"";
"05.06.2018 08:00";"22.2";"721.7";"757.2";"1.4";"37";"从北方吹来的风";"1";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"26.0";"6.8";"";"";"";"";"";"";
"05.06.2018 05:00";"17.0";"720.3";"756.4";"-1.5";"52";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"7.1";"";"";"";"";"";"";
"05.06.2018 02:00";"20.0";"721.8";"756.5";"0.2";"42";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"32.6";"";"";"";"";"";"21.0";"6.7";"";"";"";"";"";"";
"04.06.2018 23:00";"23.8";"721.6";"756.9";"0.5";"35";"从西北偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"7.4";"";"";"";"";"";"";
"04.06.2018 20:00";"26.4";"721.1";"756.0";"-0.7";"20";"从东南方吹来的风";"2";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500或更高，或无云。";"";"";"30.0";"1.7";"";"";"";"";"";"";
"04.06.2018 17:00";"32.1";"721.8";"756.1";"-1.8";"12";"从东南偏东方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"-0.9";"";"";"";"";"";"";
"04.06.2018 14:00";"30.1";"723.6";"758.2";"-1.4";"23";"从西南偏南方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"18.2";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"6.7";"";"";"";"";"";"";
"04.06.2018 11:00";"25.9";"725.0";"760.2";"-0.3";"37";"从西南方吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"10.1";"";"";"";"";"";"";
"04.06.2018 08:00";"20.8";"725.3";"761.1";"1.0";"55";"从西南方吹来的风";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"18.0";"11.4";"";"";"";"";"";"";
"04.06.2018 05:00";"18.9";"724.3";"760.3";"0.2";"60";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"11.0";"";"";"";"";"";"";
"04.06.2018 02:00";"20.9";"724.1";"759.9";"-0.2";"54";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"30.8";"";"";"";"";"";"27.0";"11.3";"";"";"";"";"";"";
"03.06.2018 23:00";"22.2";"724.3";"759.9";"-0.4";"49";"从西南方吹来的风";"5";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"11.0";"";"";"";"";"";"";
"03.06.2018 20:00";"22.8";"724.7";"760.3";"2.1";"48";"从西南偏南方向吹来的风";"5";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"1000-1500";"";"";"27.0";"11.2";"1.0";"6";"";"";"";"";
"03.06.2018 17:00";"28.0";"722.6";"757.4";"-0.2";"27";"从西北方吹来的风";"4";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"19.0";"7.3";"";"";"";"";"";"";
"03.06.2018 14:00";"29.3";"722.8";"757.5";"-0.5";"34";"从西南方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"17.7";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"20.0";"11.8";"";"";"";"";"";"";
"03.06.2018 11:00";"27.0";"723.3";"758.3";"-0.7";"39";"从西南偏西方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"19.0";"11.9";"";"";"";"";"";"";
"03.06.2018 08:00";"21.7";"724.0";"758.8";"2.1";"54";"从西南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"14.0";"12.0";"";"";"";"";"";"";
"03.06.2018 05:00";"17.8";"721.9";"757.9";"0.0";"68";"从东南偏南方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"16.0";"11.8";"";"";"";"";"";"";
"03.06.2018 02:00";"20.4";"721.9";"757.6";"-0.7";"58";"从西南偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"30.4";"";"";"";"";"";"17.0";"11.9";"";"";"";"";"";"";
"02.06.2018 23:00";"24.2";"722.6";"757.9";"0.6";"48";"从东南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"24.0";"12.5";"";"";"";"";"";"";
"02.06.2018 20:00";"26.7";"722.0";"757.0";"-0.7";"34";"从东方吹来的风";"1";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"30.0";"9.6";"";"";"";"";"";"";
"02.06.2018 17:00";"29.9";"722.7";"757.3";"-1.3";"25";"从东南偏东方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"30.0";"7.8";"";"";"";"";"";"";
"02.06.2018 14:00";"29.0";"724.0";"758.8";"-1.6";"27";"从东方吹来的风";"2";"";"";"无云";" ";"";"";"17.7";"";"";"";"";"";"";"30.0";"8.1";"";"";"";"";"";"";
"02.06.2018 11:00";"25.4";"725.6";"760.9";"0.4";"45";"从南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"17.0";"12.6";"";"";"";"";"";"";
"02.06.2018 08:00";"19.5";"725.2";"761.2";"0.9";"72";"从西南偏南方向吹来的风";"1";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"8.0";"14.3";"";"";"";"";"";"";
"02.06.2018 05:00";"19.0";"724.3";"760.3";"-0.6";"55";"从西南偏南方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"29.0";"9.8";"";"";"";"";"";"";
"02.06.2018 02:00";"21.4";"724.9";"760.6";"-0.6";"40";"从南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"26.6";"";"";"";"";"";"30.0";"7.3";"";"";"";"";"";"";
"01.06.2018 23:00";"22.1";"725.5";"761.2";"0.5";"44";"从南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"9.3";"";"";"";"";"";"";
"01.06.2018 20:00";"23.3";"725.0";"760.5";"0.5";"41";"从东南偏南方向吹来的风";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"30.0";"9.3";"";"";"";"";"";"";
"01.06.2018 17:00";"26.2";"724.5";"759.6";"-0.3";"32";"从东南偏东方向吹来的风";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"30.0";"8.2";"";"";"";"";"";"";
"01.06.2018 14:00";"26.0";"724.8";"760.0";"-0.5";"45";"从东北偏东方向吹来的风";"2";"";"";"100%.";"云量发展情况没有进行观测或无法观测。 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"20.4";"";"";"100%.";"2500或更高，或无云。";"";"";"17.0";"13.2";"降水迹象";"6";"";"";"";"";
"01.06.2018 11:00";"24.9";"725.3";"760.6";"0.1";"46";"从东北偏东方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"19.0";"12.5";"";"";"";"";"";"";
"01.06.2018 08:00";"22.2";"725.2";"760.0";"1.8";"50";"从东北偏东方向吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"26.0";"11.3";"";"";"";"";"";"";
"01.06.2018 05:00";"21.1";"723.4";"759.1";"-0.9";"51";"从东北偏北方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"24.0";"10.6";"";"";"";"";"";"";
"01.06.2018 02:00";"24.6";"724.3";"758.8";"0.6";"42";"从东南偏东方向吹来的风";"4";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"31.9";"";"";"";"";"";"30.0";"10.8";"";"";"";"";"";"";
"31.05.2018 23:00";"25.4";"723.7";"758.9";"0.9";"40";"从东南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"10.8";"";"";"";"";"";"";
"31.05.2018 20:00";"28.4";"722.8";"757.6";"-0.5";"33";"从东方吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"10.6";"";"";"";"";"";"";
"31.05.2018 17:00";"31.6";"723.3";"757.7";"-1.2";"27";"从东北偏东方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"10.3";"";"";"";"";"";"";
"31.05.2018 14:00";"30.9";"724.5";"759.3";"-1.8";"26";"从东方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"16.6";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"9.2";"";"";"";"";"";"";
"31.05.2018 11:00";"27.0";"726.3";"761.4";"1.1";"38";"从东北偏东方向吹来的风";"2";"";"";"60%.";" ";"";"";"";"";"";"60%.";"2500或更高，或无云。";"";"";"21.0";"11.5";"";"";"";"";"";"";
"31.05.2018 08:00";"20.6";"725.2";"761.1";"1.5";"59";"从东北偏东方向吹来的风";"4";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500或更高，或无云。";"";"";"15.0";"12.3";"";"";"";"";"";"";
"31.05.2018 05:00";"16.8";"723.7";"760.0";"0.4";"76";"从东北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"13.0";"12.5";"";"";"";"";"";"";
"31.05.2018 02:00";"19.1";"723.3";"759.2";"-0.1";"68";"从北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"28.1";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"30.05.2018 23:00";"20.9";"723.4";"759.1";"0.5";"58";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"16.0";"12.3";"";"";"";"";"";"";
"30.05.2018 20:00";"26.0";"722.9";"757.9";"0.2";"46";"从东方吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"21.0";"13.5";"";"";"";"";"";"";
